ckpt_path,log_name,task,seed,data,val/loss,val/loss_unweighted,val/recon_MSE,val/recon_MAE,val/recon_PCC,val/label_F1_weighted,val/label_F1_macro,val/label_F1_micro,val/label_AUROC,val/label_Accuracy,val/label_Precision,val/label_Recall,test/recon_MSE,test/recon_MAE,test/recon_PCC,test/label_F1_weighted,test/label_F1_macro,test/label_F1_micro,test/label_AUROC,test/label_Accuracy,test/label_Precision,test/label_Recall,test/loss,test/loss_unweighted,val/recon_RMSE,test/recon_RMSE
/mnt/hdd2/homext/wuch/xn2p/run/logs/sc_multiome/seed_42/multitask/DeepTAN_20250330185410_lp5oO/trial_0/best-model-epoch=0000-val_loss=0.0000.ckpt,DeepTAN_20250330185410_lp5oO,multitask,seed_42,sc_multiome,0.32515230774879456,0.16673216223716736,0.24983805418014526,0.3822590112686157,0.7127084136009216,0.1014319658279419,0.08867800980806351,0.18531468510627747,0.4950466454029083,0.18531468510627747,0.07342657446861267,0.18531468510627747,,,,,,,,,,,,,,
/mnt/hdd2/homext/wuch/xn2p/run/logs/sc_multiome/seed_42/multitask/DeepTAN_20250330185410_lp5oO/trial_3/best-model-epoch=0023-val_loss=0.0000.ckpt,DeepTAN_20250330185410_lp5oO,multitask,seed_42,sc_multiome,0.4139609634876251,0.16444595158100128,0.24383589625358582,0.37655049562454224,0.6908031702041626,0.06696635484695435,0.06624485552310944,0.1381118893623352,0.5,0.1381118893623352,0.04589160904288292,0.1381118893623352,0.15165476500988007,0.2928670346736908,0.8008406162261963,0.20094557106494904,0.16286447644233704,0.2570922076702118,0.7378840446472168,0.2570922076702118,0.18794330954551697,0.2570922076702118,0.17943264544010162,0.10654827952384949,,
/mnt/hdd2/homext/wuch/xn2p/run/logs/sc_multiome/seed_42/multitask/DeepTAN_20250330185410_lp5oO/trial_4/best-model-epoch=0007-val_loss=0.0000.ckpt,DeepTAN_20250330185410_lp5oO,multitask,seed_42,sc_multiome,0.30869701504707336,0.1220182552933693,0.17960122227668762,0.3188087046146393,0.7426643371582031,0.14129211008548737,0.10996783524751663,0.23251748085021973,0.47683560848236084,0.23251748085021973,0.10897435992956161,0.23251748085021973,0.17636337876319885,0.31398794054985046,0.7770177721977234,0.29867440462112427,0.23940393328666687,0.3723404109477997,0.6479018330574036,0.3723404109477997,0.27984634041786194,0.3723404109477997,0.2061649113893509,0.11785116046667099,,
/mnt/hdd2/homext/wuch/xn2p/run/logs/sc_multiome/seed_42/multitask/DeepTAN_20250330185410_lp5oO/trial_5/best-model-epoch=0011-val_loss=0.0000.ckpt,DeepTAN_20250330185410_lp5oO,multitask,seed_42,sc_multiome,0.8969697952270508,0.4341556429862976,0.781911313533783,0.7281299829483032,0.6638463735580444,0.0020979021210223436,0.0025641026441007853,0.005244755186140537,0.48339155316352844,0.005244755186140537,0.0013111887965351343,0.005244755186140537,,,,,,,,,,,,,,
/mnt/hdd2/homext/wuch/xn2p/run/logs/sc_multiome_minmi0.35_top2000/seed_42/focus_label/DeepTAN_20250405014429_4gBXD/best-model-epoch=0003-val_loss=0.0000.ckpt,DeepTAN_20250405014429_4gBXD,focus_label,seed_42,sc_multiome_minmi0.35_top2000,0.026795510202646255,1.206697940826416,2.3057665824890137,1.1997164487838745,-0.62547367811203,0.2266380488872528,0.1143045425415039,0.24189813435077667,0.7228255271911621,0.24189813435077667,0.2365451157093048,0.24189813435077667,2.2159433364868164,1.173001766204834,-0.6010162830352783,0.1254865527153015,0.06989585608243942,0.1180555522441864,0.6988632678985596,0.1180555522441864,0.15981867909431458,0.1180555522441864,0.022345028817653656,1.1689144372940063,,
/mnt/hdd2/homext/wuch/xn2p/run/logs/sc_multiome_minmi0.35_top2000/seed_42/focus_recon/DeepTAN_20250404163245_PzocK/best-model-epoch=0036-val_loss=0.0000.ckpt,DeepTAN_20250404163245_PzocK,focus_recon,seed_42,sc_multiome_minmi0.35_top2000,0.37688738107681274,0.20391741394996643,0.3312923312187195,0.4638582766056061,0.8299643993377686,0.003177196718752384,0.005245616659522057,0.02083333395421505,0.4519538879394531,0.02083333395421505,0.0017361111240461469,0.02083333395421505,,,,,,,,,,,,,,
/mnt/hdd2/homext/wuch/xn2p/run/logs/sc_multiome_minmi0.35_top2000/seed_42/focus_recon/DeepTAN_20250405143337_g2qQL/best-model-epoch=0023-val_loss=0.0000.ckpt,DeepTAN_20250405143337_g2qQL,focus_recon,seed_42,sc_multiome_minmi0.35_top2000,0.1658659726381302,0.09876932948827744,0.12710243463516235,0.27148139476776123,0.864633321762085,0.0008169934735633433,0.0017507004085928202,0.0069444444961845875,0.6724754571914673,0.0069444444961845875,0.0004340277810115367,0.0069444444961845875,0.1282462179660797,0.2724650502204895,0.8725129961967468,0.0006127451197244227,0.0014005603734403849,0.0052083334885537624,0.6334284543991089,0.0052083334885537624,0.00032552084303461015,0.0052083334885537624,0.16624665260314941,0.09788720309734344,,
/mnt/hdd2/homext/wuch/xn2p/run/logs/sc_multiome_minmi0.35_top2000/seed_42/multitask/DeepTAN_20250403220127_tCq6s/best-model-epoch=0007-val_loss=0.0000.ckpt,DeepTAN_20250403220127_tCq6s,multitask,seed_42,sc_multiome_minmi0.35_top2000,0.48874765634536743,0.20473425090312958,0.3130009174346924,0.4521738588809967,0.8641411662101746,0.0015411466592922807,0.0031276820227503777,0.015625,0.5242012739181519,0.015625,0.0008138020639307797,0.015625,0.1449790596961975,0.2861703634262085,0.876623272895813,0.03257380798459053,0.037832990288734436,0.046875,0.6980478763580322,0.046875,0.03706846013665199,0.046875,0.20656010508537292,0.10443166643381119,,
/mnt/hdd2/homext/wuch/xn2p/run/logs/sc_multiome_minmi0.35_top2000/seed_42/multitask/DeepTAN_20250404142415_q7wqe/best-model-epoch=0010-val_loss=0.0000.ckpt,DeepTAN_20250404142415_q7wqe,multitask,seed_42,sc_multiome_minmi0.35_top2000,0.5140893459320068,0.22545665502548218,0.31472599506378174,0.4525452256202698,0.8336324691772461,0.00020424836839083582,0.00040849673678167164,0.0017361111240461469,0.38234269618988037,0.0017361111240461469,0.00010850694525288418,0.0017361111240461469,0.14351147413253784,0.2840648889541626,0.8607452511787415,0.2340063452720642,0.14678427577018738,0.2899305522441864,0.6986429691314697,0.2899305522441864,0.24838310480117798,0.2899305522441864,0.19916602969169617,0.10322266072034836,,
/mnt/hdd2/homext/wuch/xn2p/run/logs/sc_multiome_minmi0.35_top2000/seed_42/multitask_noguide/DeepTAN_20250406112523_Y5FpX/best-model-epoch=0004-val_loss=0.0000.ckpt,DeepTAN_20250406112523_Y5FpX,multitask_noguide,seed_42,sc_multiome_minmi0.35_top2000,0.5017844438552856,0.22634270787239075,0.2623216509819031,0.39401549100875854,0.8295221924781799,0.0012254902394488454,0.0027816682122647762,0.010416666977107525,0.6041961312294006,0.010416666977107525,0.0006510416860692203,0.010416666977107525,,,,,,,,,,,,,,
